id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name
258065030,dab3904a-dee6-4bfe-bd88-60e236e49784,2025-01-10 13:07:14-05:00,2025-01-10,2025-01-10 18:07:14 UTC,Eastern Time (US & Canada),7631416,hzirlin,,2025-01-10 20:56:33 UTC,2025-01-12 13:57:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258065030,https://inaturalist-open-data.s3.amazonaws.com/photos/462955314/medium.jpg,,"","",1,0,false,3,"Ward Pound Ridge Reservation, Cross River, NY, US",41.2622866667,-73.5883033333,3,,,,3,,,false,,,intermediate wood fern,Dryopteris intermedia,intermediate wood fern,Plantae,82568,Dryopteris intermedia,,,
258169790,155f1935-2e3c-4343-8e6b-8864671c7c88,2025-01-11 13:54:25,2025-01-11,2025-01-11 18:54:25 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 20:36:42 UTC,2025-01-25 17:30:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258169790,https://inaturalist-open-data.s3.amazonaws.com/photos/463158642/medium.jpeg,,"",1.2 meter dbh possibly largest Tulip tree in WPRR,1,0,false,2,"Pound Ridge, NY, USA",41.239119,-73.5698667997,,,,,,,open,false,gps,gps,tulip tree,Liriodendron tulipifera,American tuliptree,Plantae,53582,Liriodendron tulipifera,,,
258169871,3411a259-eb61-460c-927f-96e26f516f51,2025-01-11 13:42:56,2025-01-11,2025-01-11 18:42:56 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 20:37:18 UTC,2025-01-11 20:37:29 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258169871,https://inaturalist-open-data.s3.amazonaws.com/photos/463158732/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2396039722,-73.5694539722,,,,,,,open,false,gps,gps,pitch pine,Pinus rigida,pitch pine,Plantae,53464,Pinus rigida,,,
258170673,bf22b283-0b31-4e81-a374-be856d809781,2025-01-11 13:18:36,2025-01-11,2025-01-11 18:18:36 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 20:44:44 UTC,2025-01-11 20:44:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258170673,https://inaturalist-open-data.s3.amazonaws.com/photos/463160239/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2410706194,-73.5678432889,,,,,,,,false,gps,gps,Frostweeds,Crocanthemum,Frostweeds,Plantae,204136,,,,
258170981,15a5d589-02c4-4804-bc87-2cc6f5174b90,2025-01-11 13:15:31,2025-01-11,2025-01-11 18:15:31 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 20:47:25 UTC,2025-04-11 22:46:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258170981,https://inaturalist-open-data.s3.amazonaws.com/photos/463160739/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2411375,-73.5676760997,,,,,,,open,false,gps,gps,bear oak,Quercus ilicifolia,bear oak,Plantae,130737,Quercus ilicifolia,,,
258171182,d0e5cf8f-5104-4c32-8725-91faa7e0e6d8,2025-01-11 13:10:15,2025-01-11,2025-01-11 18:10:15 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 20:49:13 UTC,2025-01-11 20:49:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258171182,https://inaturalist-open-data.s3.amazonaws.com/photos/463161021/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2410357694,-73.5676471583,,,,,,,,false,gps,gps,big bluestem,Andropogon gerardi,big bluestem,Plantae,121968,Andropogon gerardi,,,
258171206,195f3135-06f8-4259-b440-18def96bfbcd,2025-01-11 13:07:30,2025-01-11,2025-01-11 18:07:30 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 20:49:41 UTC,2025-04-11 22:46:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258171206,https://inaturalist-open-data.s3.amazonaws.com/photos/463161145/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2409898,-73.5676686997,,,,,,,open,false,gps,gps,eastern redcedar,Juniperus virginiana,eastern redcedar,Plantae,49399,Juniperus virginiana,,,
258171313,337a79f1-a0f9-42ef-9d71-415b0924fb58,2025-01-11 12:56:58,2025-01-11,2025-01-11 17:56:58 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 20:50:42 UTC,2025-01-11 20:51:02 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258171313,https://inaturalist-open-data.s3.amazonaws.com/photos/463161350/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.240752,-73.5693969722,,,,,,,open,false,gps,gps,Black Tupelo,Nyssa sylvatica,Black Tupelo,Plantae,54802,Nyssa sylvatica,,,
258174141,f8b42dca-121d-490d-a197-de3bca6a2e65,2025-01-11 12:40:09,2025-01-11,2025-01-11 17:40:09 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:22:08 UTC,2025-04-11 22:51:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258174141,https://inaturalist-open-data.s3.amazonaws.com/photos/463167139/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2412429722,-73.5719959722,,,,,,,open,false,gps,gps,white oak,Quercus alba,white oak,Plantae,54779,Quercus alba,,,
258174231,2df62bca-5ed1-4174-ad00-44bdba7445c9,2025-01-11 12:38:37,2025-01-11,2025-01-11 17:38:37 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:23:19 UTC,2025-01-11 21:23:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258174231,https://inaturalist-open-data.s3.amazonaws.com/photos/463167358/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2412362997,-73.5719371997,,,,,,,open,false,gps,gps,pitch pine,Pinus rigida,pitch pine,Plantae,53464,Pinus rigida,,,
258174645,85745a65-d70a-434e-8f9a-cc2ea0cd1bc3,2025-01-11 12:27:13,2025-01-11,2025-01-11 17:27:13 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:27:05 UTC,2025-01-11 21:29:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258174645,https://inaturalist-open-data.s3.amazonaws.com/photos/463168129/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2407439997,-73.5726391,,,,,,,open,false,gps,gps,northern red oak,Quercus rubra,northern red oak,Plantae,49005,Quercus rubra,,,
258175301,03aa0555-705c-46ce-924c-286bb9983f6b,2025-01-11 12:17:16,2025-01-11,2025-01-11 17:17:16 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:29:37 UTC,2025-04-11 22:51:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258175301,https://inaturalist-open-data.s3.amazonaws.com/photos/463168612/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2417279,-73.5729847,,,,,,,open,false,gps,gps,eastern hemlock,Tsuga canadensis,eastern hemlock,Plantae,48734,Tsuga canadensis,,,
258175383,98b310cf-f828-4aff-9599-098a379390c7,2025-01-11 12:13:22,2025-01-11,2025-01-11 17:13:22 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:29:50 UTC,2025-01-25 17:30:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258175383,https://inaturalist-open-data.s3.amazonaws.com/photos/463168671/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2415902997,-73.5734161997,,,,,,,open,false,gps,gps,tulip tree,Liriodendron tulipifera,American tuliptree,Plantae,53582,Liriodendron tulipifera,,,
258175546,64807dc9-a6e9-4b54-b812-b2b1fe152d86,2025-01-11 12:06:54,2025-01-11,2025-01-11 17:06:54 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:31:20 UTC,2025-04-11 22:51:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258175546,https://inaturalist-open-data.s3.amazonaws.com/photos/463168968/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2409771,-73.5738582997,,,,,,,,false,gps,gps,American Royal Fern,Osmunda spectabilis,American Royal Fern,Plantae,1002684,Osmunda spectabilis,,,
258175619,2405d1f9-8b10-49ca-adcc-c732e6fc72f8,2025-01-11 12:05:35,2025-01-11,2025-01-11 17:05:35 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:32:08 UTC,2025-04-11 22:52:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258175619,https://inaturalist-open-data.s3.amazonaws.com/photos/463169198/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2408907,-73.5739223,,,,,,,open,false,gps,gps,eastern hemlock,Tsuga canadensis,eastern hemlock,Plantae,48734,Tsuga canadensis,,,
258175726,2976f012-dcbb-4910-8326-8d3a572c2d0f,2025-01-11 12:01:47,2025-01-11,2025-01-11 17:01:47 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:33:45 UTC,2025-04-11 22:52:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258175726,https://inaturalist-open-data.s3.amazonaws.com/photos/463169647/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2407722,-73.5738396997,,,,,,,,false,gps,gps,Appalachian rockcap fern,Polypodium appalachianum,Appalachian rockcap fern,Plantae,54409,Polypodium appalachianum,,,
258175904,7340f95c-b43e-4a42-8831-620db302c36d,2025-01-11 12:00:07,2025-01-11,2025-01-11 17:00:07 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:35:39 UTC,2025-04-11 22:52:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258175904,https://inaturalist-open-data.s3.amazonaws.com/photos/463170076/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2407017,-73.5737206,,,,,,,open,false,gps,gps,sweet birch,Betula lenta,sweet birch,Plantae,49157,Betula lenta,,,
258175932,0aa90011-dd73-4b85-a4d9-909939e5b425,2025-01-11 11:59:41,2025-01-11,2025-01-11 16:59:41 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:36:05 UTC,2025-04-11 22:52:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258175932,https://inaturalist-open-data.s3.amazonaws.com/photos/463170156/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2407032997,-73.5736966,,,,,,,open,false,gps,gps,mountain laurel,Kalmia latifolia,mountain laurel,Plantae,49397,Kalmia latifolia,,,
258175979,838886f9-54d0-4d37-8bb3-122532fc2f07,2025-01-11 11:50:42,2025-01-11,2025-01-11 16:50:42 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:36:47 UTC,2025-04-11 22:54:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258175979,https://inaturalist-open-data.s3.amazonaws.com/photos/463170354/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.239651,-73.5732548997,,,,,,,open,false,gps,gps,eastern hemlock,Tsuga canadensis,eastern hemlock,Plantae,48734,Tsuga canadensis,,,
258176051,bb1a0c72-f4bb-46ce-9e87-c82a02282db8,2025-01-11 11:41:06,2025-01-11,2025-01-11 16:41:06 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:37:32 UTC,2025-04-11 22:54:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258176051,https://inaturalist-open-data.s3.amazonaws.com/photos/463170460/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.23937225,-73.5732300889,,,,,,,open,false,gps,gps,eastern white pine,Pinus strobus,eastern white pine,Plantae,52391,Pinus strobus,,,
258176182,c294d473-312f-4112-9f60-2a5b47b3d2e3,2025-01-11 11:38:52,2025-01-11,2025-01-11 16:38:52 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:38:25 UTC,2025-04-11 22:54:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258176182,https://inaturalist-open-data.s3.amazonaws.com/photos/463170625/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2393943,-73.5732672997,,,,,,,open,false,gps,gps,chestnut oak,Quercus montana,chestnut oak,Plantae,128686,Quercus montana,,,
258176243,a3cbb61c-3b21-4d52-a18c-58537c34792e,2025-01-11 11:24:45,2025-01-11,2025-01-11 16:24:45 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:39:07 UTC,2025-01-11 21:40:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258176243,https://inaturalist-open-data.s3.amazonaws.com/photos/463170816/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2387034997,-73.5737122997,,,,,,,open,false,gps,gps,sugar maple,Acer saccharum,sugar maple,Plantae,52543,Acer saccharum,,,
258176354,f2e828f4-a101-4c18-9055-be8798ff8369,2025-01-11 11:22:25,2025-01-11,2025-01-11 16:22:25 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:40:28 UTC,2025-01-11 21:40:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258176354,https://inaturalist-open-data.s3.amazonaws.com/photos/463171070/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2386975,-73.5736906,,,,,,,,false,gps,gps,rock polypody,Polypodium virginianum,rock polypody,Plantae,54411,Polypodium virginianum,,,
258176415,972a6683-2546-4c39-8d56-075b10dc6ede,2025-01-11 11:01:29,2025-01-11,2025-01-11 16:01:29 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:41:18 UTC,2025-04-11 22:55:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258176415,https://inaturalist-open-data.s3.amazonaws.com/photos/463171229/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2378481,-73.5726453,,,,,,,open,false,gps,gps,Pennsylvania Bittercress,Cardamine pensylvanica,Pennsylvania Bittercress,Plantae,76005,Cardamine pensylvanica,,,
258176548,379df2be-6a86-4cd6-bd5d-b469d5d80d90,2025-01-11 11:00:05,2025-01-11,2025-01-11 16:00:05 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:42:42 UTC,2025-04-11 22:55:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258176548,https://inaturalist-open-data.s3.amazonaws.com/photos/463171566/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2379450997,-73.5724497,,,,,,,open,false,gps,gps,American golden saxifrage,Chrysosplenium americanum,American golden saxifrage,Plantae,154387,Chrysosplenium americanum,,,
258176572,08f22dec-728f-492b-a661-e2ed7c4b07c5,2025-01-11 10:56:15,2025-01-11,2025-01-11 15:56:15 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:42:56 UTC,2025-01-15 12:54:32 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258176572,https://inaturalist-open-data.s3.amazonaws.com/photos/463171617/medium.jpeg,,"",,0,0,false,2,"Pound Ridge, NY, USA",41.2377280997,-73.5722506,,,,,,,,false,gps,gps,Lobelias,Lobelia,Lobelias,Plantae,48039,,,,
258176905,dc218568-88b2-486d-9a30-0ba951116b75,2025-01-11 10:46:42,2025-01-11,2025-01-11 15:46:42 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:46:27 UTC,2025-04-11 22:55:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258176905,https://inaturalist-open-data.s3.amazonaws.com/photos/463172323/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2376448997,-73.5712623,,,,,,,open,false,gps,gps,american witch-hazel,Hamamelis virginiana,american witch-hazel,Plantae,51970,Hamamelis virginiana,,,
258177087,c86a751f-e3e5-4bd4-943c-601bc5482ca2,2025-01-11 10:40:29,2025-01-11,2025-01-11 15:40:29 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:49:09 UTC,2025-04-11 22:55:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258177087,https://inaturalist-open-data.s3.amazonaws.com/photos/463172699/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2376677997,-73.5711816997,,,,,,,open,false,gps,gps,yellow birch,Betula alleghaniensis,yellow birch,Plantae,49882,Betula alleghaniensis,,,
258177191,b57d40bb-d493-45c0-8547-c244245d3dc1,2025-01-11 10:36:18,2025-01-11,2025-01-11 15:36:18 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:50:42 UTC,2025-04-11 22:55:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258177191,https://inaturalist-open-data.s3.amazonaws.com/photos/463172903/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2375917,-73.5711421,,,,,,,open,false,gps,gps,eastern hemlock,Tsuga canadensis,eastern hemlock,Plantae,48734,Tsuga canadensis,,,
258177294,a7249c5e-90b3-4f90-90fd-85f3eee24bfb,2025-01-11 10:34:05,2025-01-11,2025-01-11 15:34:05 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:51:42 UTC,2025-04-11 22:55:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258177294,https://inaturalist-open-data.s3.amazonaws.com/photos/463173063/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2374392997,-73.5710047,,,,,,,open,false,gps,gps,American beech,Fagus grandifolia,American beech,Plantae,49202,Fagus grandifolia,,,
258177390,96b63171-57e4-4160-8445-e769cc9a4b8c,2025-01-11 10:30:49,2025-01-11,2025-01-11 15:30:49 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-01-11 21:52:14 UTC,2025-04-11 22:55:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258177390,https://inaturalist-open-data.s3.amazonaws.com/photos/463173158/medium.jpeg,,"",,1,0,false,2,"Pound Ridge, NY, USA",41.2372609997,-73.5711394,,,,,,,,false,gps,gps,roundleaf greenbrier,Smilax rotundifolia,roundleaf greenbrier,Plantae,60746,Smilax rotundifolia,,,
258577503,f90b2951-4b47-4d91-979d-1a18f9d5812b,2025-01-13 14:39:38-05:00,2025-01-13,2025-01-13 19:39:38 UTC,Eastern Time (US & Canada),3868756,adkgirl4,Adkgirl4,2025-01-15 17:58:07 UTC,2025-01-15 17:58:18 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/258577503,https://inaturalist-open-data.s3.amazonaws.com/photos/463966511/medium.jpg,,"","",0,0,true,3,"Reservation Rd, Cross River, NY, US",41.2599244592,-73.6116551251,37,,,,37,,,false,,,"",Pieris,,Plantae,49706,,,,
260319479,123d96e9-57cc-45e7-8d8e-380e4264aab8,2025-02-01 14:50:21,2025-02-01,2025-02-01 19:50:21 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:07:20 UTC,2025-02-02 07:15:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/260319479,https://inaturalist-open-data.s3.amazonaws.com/photos/467473264/medium.jpeg,,"",,0,0,false,2,"Cross River, NY 10518, USA",41.2591059,-73.5973651997,,,,,,,,false,,,water horehounds,Lycopus,water horehounds,Plantae,60208,,,,
260319542,887f3e36-cfa5-43ea-ba39-32ea8c85e4f1,2025-02-01 14:58:14,2025-02-01,2025-02-01 19:58:14 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:07:53 UTC,2025-02-02 07:15:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/260319542,https://inaturalist-open-data.s3.amazonaws.com/photos/467473412/medium.jpeg,,"",,0,0,false,2,"Cross River, NY 10518, USA",41.2597453997,-73.5977464,,,,,,,,false,,,He-huckleberry,Lyonia ligustrina,He-huckleberry,Plantae,132625,Lyonia ligustrina,,,
260319816,f62565fe-9275-4dcd-bb1b-f0c336e8dc79,2025-02-01 14:58:22,2025-02-01,2025-02-01 19:58:22 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:10:39 UTC,2025-02-02 07:15:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/260319816,https://inaturalist-open-data.s3.amazonaws.com/photos/467473937/medium.jpeg,,"",,0,0,false,2,"Cross River, NY 10518, USA",41.2597453997,-73.5977464,,,,,,,,false,,,birch family,Betulaceae,birch family,Plantae,49155,,,,
260319891,ea7d8102-5a6d-47b5-b094-3fb144365a62,2025-02-01 15:02:17,2025-02-01,2025-02-01 20:02:17 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:11:25 UTC,2025-04-14 02:25:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/260319891,https://inaturalist-open-data.s3.amazonaws.com/photos/467474068/medium.jpeg,,"",,1,0,false,2,"Cross River, NY 10518, USA",41.2599938997,-73.5977227997,,,,,,,open,false,,,shagbark hickory,Carya ovata,shagbark hickory,Plantae,54791,Carya ovata,,,
260321024,87016562-e8ba-4195-af1c-40bc15cd6124,2025-02-01 15:06:41,2025-02-01,2025-02-01 20:06:41 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:25:00 UTC,2025-04-14 02:28:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/260321024,https://inaturalist-open-data.s3.amazonaws.com/photos/467476019/medium.jpeg,,"",,1,0,false,2,"Cross River, NY 10518, USA",41.2600983997,-73.5974542997,,,,,,,open,false,gps,gps,Greater Water Dock,Rumex britannica,Greater Water Dock,Plantae,78900,Rumex britannica,,,
260321192,7653173b-e311-4634-8735-0689b83f04ee,2025-02-01 15:07:40,2025-02-01,2025-02-01 20:07:40 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:27:33 UTC,2025-02-02 07:15:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/260321192,https://inaturalist-open-data.s3.amazonaws.com/photos/467476354/medium.jpeg,,"",,0,0,false,2,"Cross River, NY 10518, USA",41.2601052997,-73.5973357,,,,,,,,false,gps,gps,apples and crabapples,Malus,apples and crabapples,Plantae,54500,,,,
260321247,125fc4cb-0efb-4f14-a5d9-fbc449290c8f,2025-02-01 15:09:42,2025-02-01,2025-02-01 20:09:42 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:28:15 UTC,2025-04-14 02:28:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/260321247,https://inaturalist-open-data.s3.amazonaws.com/photos/467476429/medium.jpeg,,"",,1,0,false,2,"Cross River, NY 10518, USA",41.2600961997,-73.5974774,,,,,,,open,false,,,sensitive fern,Onoclea sensibilis,sensitive fern,Plantae,82576,Onoclea sensibilis,,,
260321305,4c1d9809-b928-4766-8d1b-01e966017847,2025-02-01 15:09:53,2025-02-01,2025-02-01 20:09:53 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:29:01 UTC,2025-02-02 07:15:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/260321305,https://inaturalist-open-data.s3.amazonaws.com/photos/467476583/medium.jpeg,,"",,0,0,false,2,"Cross River, NY 10518, USA",41.2600961997,-73.5974774,,,,,,,,false,gps,gps,white meadowsweet,Spiraea alba,white meadowsweet,Plantae,126823,Spiraea alba,,,
260321523,79a97a54-f88d-4faf-bef6-99d54ec09195,2025-02-01 15:10:42,2025-02-01,2025-02-01 20:10:42 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:31:59 UTC,2025-04-14 02:28:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/260321523,https://inaturalist-open-data.s3.amazonaws.com/photos/467477043/medium.jpeg,,"",,1,0,false,2,"Cross River, NY 10518, USA",41.2601828,-73.5976327997,,,,,,,open,false,gps,gps,woolgrass,Scirpus cyperinus,woolgrass,Plantae,79002,Scirpus cyperinus,,,
260321576,e920007a-918a-44bd-8ba4-cfac5c93300c,2025-02-01 15:11:09,2025-02-01,2025-02-01 20:11:09 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:32:33 UTC,2025-04-14 02:28:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/260321576,https://inaturalist-open-data.s3.amazonaws.com/photos/467477143/medium.jpeg,,"",,1,0,false,2,"Cross River, NY 10518, USA",41.2601828,-73.5976327997,,,,,,,open,false,,,Allegheny monkeyflower,Mimulus ringens,Allegheny monkeyflower,Plantae,62399,Mimulus ringens,,,
260321650,282ae009-2c83-4b36-b565-75dc0f39fcf2,2025-02-01 15:16:08,2025-02-01,2025-02-01 20:16:08 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:33:32 UTC,2025-02-02 07:15:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/260321650,https://inaturalist-open-data.s3.amazonaws.com/photos/467477330/medium.jpeg,,"",,0,0,false,2,"Cross River, NY 10518, USA",41.2603735,-73.5983305997,,,,,,,,false,gps,gps,climbing hempvine,Mikania scandens,climbing hempvine,Plantae,119145,Mikania scandens,,,
260321828,1e351375-360c-4984-a5c8-a8ff59f4b66e,2025-02-01 15:17:47,2025-02-01,2025-02-01 20:17:47 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:35:56 UTC,2025-04-14 02:29:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/260321828,https://inaturalist-open-data.s3.amazonaws.com/photos/467477773/medium.jpeg,,"",,1,0,false,2,"Cross River, NY 10518, USA",41.2604131,-73.5983494,,,,,,,open,false,gps,gps,nannyberry,Viburnum lentago,nannyberry,Plantae,54773,Viburnum lentago,,,
260321887,67bd5ad4-f2a3-4869-b02f-22c2d97f183f,2025-02-01 15:19:52,2025-02-01,2025-02-01 20:19:52 UTC,Eastern Time (US & Canada),1246281,plbuttercup,Patricia Butter,2025-02-02 00:36:33 UTC,2025-04-14 02:29:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/260321887,https://inaturalist-open-data.s3.amazonaws.com/photos/467477896/medium.jpeg,,"",,1,0,false,2,"Cross River, NY 10518, USA",41.260542,-73.5985215,,,,,,,open,false,gps,gps,Allegheny monkeyflower,Mimulus ringens,Allegheny monkeyflower,Plantae,62399,Mimulus ringens,,,
